Page Number,Product Page URL,Entry Number
1,https://www.newegg.com/p/0D9-00BK-00070?Item=0D9-00BK-00070,1
1,https://www.newegg.com/intel-optane-ssd-dc-p5800x-1-6tb/p/N82E16820167481?Item=N82E16820167481,2
1,https://www.newegg.com/team-group-15-3tb-qx/p/N82E16820331645?Item=N82E16820331645,3
1,https://www.newegg.com/intel-dc-p4800x-750gb/p/0D9-002V-001U6?Item=0D9-002V-001U6,4
1,https://www.newegg.com/intel-optane-ssd-dc-p4800x-1-5tb/p/1B4-008A-001G9?Item=1B4-008A-001G9,5
1,https://www.newegg.com/intel-800gb-optane-ssd-dc-p5800x/p/N82E16820167484?Item=N82E16820167484,6
1,https://www.newegg.com/kingston-7-68tb/p/N82E16820242518?Item=N82E16820242518,7
1,https://www.newegg.com/p/0D9-002V-00A40?Item=0D9-002V-00A40,8
1,https://www.newegg.com/p/0D9-002V-00AA1?Item=0D9-002V-00AA1,9
1,https://www.newegg.com/p/0D9-000H-00BJ0?Item=0D9-000H-00BJ0,10
1,https://www.newegg.com/p/0D9-003G-002G5?Item=0D9-003G-002G5,11
1,https://www.newegg.com/p/0D9-0022-000F3?Item=0D9-0022-000F3,12
1,https://www.newegg.com/intel-optane-ssd-dc-p4800x-750gb/p/1B0-0042-000N6?Item=1B0-0042-000N6,13
1,https://www.newegg.com/p/0D9-0032-002C3?Item=0D9-0032-002C3,14
1,https://www.newegg.com/p/0D9-00BK-001W6?Item=0D9-00BK-001W6,15
1,https://www.newegg.com/intel-360gb/p/1B4-008A-001C5?Item=1B4-008A-001C5,16
1,https://www.newegg.com/kingston-7-68tb/p/N82E16820242517?Item=N82E16820242517,17
1,https://www.newegg.com/intel-800gb-optane/p/N82E16820167485?Item=N82E16820167485,18
1,https://www.newegg.com/kingston-4096gb-kc3000/p/N82E16820242661?Item=N82E16820242661,19
1,https://www.newegg.com/kingston-4tb-fury-renegade/p/N82E16820242657?Item=N82E16820242657,20
1,https://www.newegg.com/intel-4tb/p/0D9-002V-00AB8?Item=0D9-002V-00AB8,21
1,https://www.newegg.com/team-group-4tb-t-force-cardea-a440-pro/p/N82E16820331763?Item=N82E16820331763,22
1,https://www.newegg.com/corsair-4tb-mp600-pro-lpx/p/N82E16820236838?Item=N82E16820236838,23
1,https://www.newegg.com/p/0D9-001A-00377?Item=0D9-001A-00377,24
1,https://www.newegg.com/samsung-pm9a3-3-84tb/p/2U3-0005-000J0?Item=2U3-0005-000J0,25
1,https://www.newegg.com/p/0D9-003G-00251?Item=0D9-003G-00251,26
1,https://www.newegg.com/samsung-8tb-870-qvo-series/p/N82E16820147784?Item=N82E16820147784,27
1,https://www.newegg.com/seagate-4tb-firecuda-530/p/N82E16820248199?Item=N82E16820248199,28
1,https://www.newegg.com/seagate-4tb-firecuda-530/p/N82E16820248195?Item=N82E16820248195,29
1,https://www.newegg.com/pny-4tb-xlr8-cs3140/p/N82E16820177124?Item=N82E16820177124,30
1,https://www.newegg.com/corsair-4tb-mp600-pro/p/N82E16820236753?Item=N82E16820236753,31
1,https://www.newegg.com/seagate-4tb-ironwolf-125/p/1B4-00VK-005Z1?Item=1B4-00VK-005Z1,32
1,https://www.newegg.com/pny-4tb-xlr8-cs3040/p/N82E16820177121?Item=N82E16820177121,33
